,Year,Region,Country,Buddhists,Christians,Folk Religions,Hindus,Jews,Muslims,Other Religions,Unaffiliated
1083,2050,Middle East-North Africa,Lebanon,1.0,,1.0,1.0,1.0,61.4,1.0,1.0
1084,2050,Sub-Saharan Africa,Lesotho,1.0,97.2,1.0,1.0,1.0,1.0,1.0,2.7
1085,2050,Sub-Saharan Africa,Liberia,1.0,85.4,1.1,1.0,1.0,12.1,1.0,1.3
1086,2050,Middle East-North Africa,Libya,1.0,2.7,1.0,1.0,1.0,96.6,1.0,1.0
1087,2050,Europe,Liechtenstein,1.0,91.9,1.0,1.0,1.0,5.0,1.0,2.9
1088,2050,Europe,Lithuania,1.0,91.2,1.0,1.0,1.0,1.0,1.0,8.5
1089,2050,Europe,Luxembourg,1.0,71.1,1.0,1.0,1.0,2.3,1.0,
1090,2050,Asia-Pacific,Macau,17.3,7.2,58.9,1.0,1.0,1.0,1.0,15.4
1091,2050,Europe,Republic of Macedonia,1.0,42.7,1.0,1.0,1.0,56.2,1.0,1.0
1092,2050,Sub-Saharan Africa,Madagascar,1.0,82.8,5.2,1.0,1.0,3.2,1.0,8.6
1093,2050,Sub-Saharan Africa,Malawi,1.0,84.0,1.6,1.0,1.0,12.9,1.0,1.4
1094,2050,Asia-Pacific,Malaysia,10.8,,1.9,5.0,1.0,72.4,1.0,1.0
1095,2050,Asia-Pacific,Maldives,1.0,1.0,1.0,1.0,1.0,98.4,1.0,1.0
1096,2050,Sub-Saharan Africa,Mali,1.0,2.3,3.7,1.0,1.0,93.4,1.0,1.0
1097,2050,Europe,Malta,1.0,97.0,1.0,1.0,1.0,1.0,1.0,2.5
1098,2050,Asia-Pacific,Marshall Islands,1.0,97.5,1.0,1.0,1.0,1.0,1.0,1.5
1099,2050,Latin America-Caribbean,Martinique,1.0,96.5,1.0,1.0,1.0,1.0,1.0,2.3
1100,2050,Sub-Saharan Africa,Mauritania,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
1101,2050,Sub-Saharan Africa,Mauritius,1.0,32.9,1.0,47.8,1.0,17.6,1.0,1.0
1102,2050,Sub-Saharan Africa,Mayotte,1.0,1.0,1.0,1.0,1.0,98.6,1.0,1.0
1103,2050,Latin America-Caribbean,Mexico,1.0,91.4,1.0,1.0,1.0,1.0,1.0,8.4
1104,2050,Asia-Pacific,Federated States of Micronesia,1.0,95.2,2.7,1.0,1.0,1.0,1.0,1.0
1105,2050,Europe,Moldova,1.0,97.0,1.0,1.0,1.0,1.4,1.0,1.3
1106,2050,Europe,Monaco,1.0,86.0,1.0,1.0,1.7,1.0,1.0,11.7
1107,2050,Asia-Pacific,Mongolia,52.9,2.2,3.4,1.0,1.0,4.1,1.0,37.4
1108,2050,Europe,Montenegro,1.0,71.5,1.0,1.0,1.0,25.8,1.0,2.7
1109,2050,Latin America-Caribbean,Montserrat,1.0,93.5,1.0,1.0,1.0,1.0,1.5,4.8
1110,2050,Middle East-North Africa,Morocco,1.0,,1.0,1.0,1.0,99.0,1.0,1.0
1111,2050,Sub-Saharan Africa,Mozambique,1.0,60.0,8.1,1.0,1.0,15.1,1.0,16.8
1112,2050,Asia-Pacific,Burma (Myanmar),79.8,7.9,5.4,1.6,1.0,4.7,1.0,1.0
1113,2050,Sub-Saharan Africa,Namibia,1.0,97.3,1.0,1.0,1.0,1.0,1.0,2.0
1114,2050,Asia-Pacific,Nauru,,79.0,8.1,1.0,1.0,,7.4,4.5
1115,2050,Asia-Pacific,Nepal,9.2,1.0,3.6,79.8,1.0,6.6,1.0,1.0
1116,2050,Europe,Netherlands,1.0,,1.0,1.0,1.0,9.4,1.0,49.1
1117,2050,Asia-Pacific,New Caledonia,1.0,85.2,1.0,1.0,1.0,2.8,1.0,10.4
1118,2050,Asia-Pacific,New Zealand,2.2,44.7,1.0,3.6,1.0,2.7,1.0,45.1
1119,2050,Latin America-Caribbean,Nicaragua,1.0,84.2,1.4,1.0,1.0,1.0,1.0,14.2
1120,2050,Sub-Saharan Africa,Niger,1.0,1.1,1.0,1.0,1.0,97.9,1.0,1.0
1121,2050,Sub-Saharan Africa,Nigeria,1.0,39.3,1.8,1.0,1.0,58.5,1.0,1.0
1122,2050,Asia-Pacific,Niue,1.0,96.4,1.0,1.0,1.0,1.0,1.0,3.3
1123,2050,Asia-Pacific,North Korea,1.5,2.0,12.3,1.0,1.0,1.0,12.9,71.3
1124,2050,Asia-Pacific,Northern Mariana Islands,10.6,81.3,5.3,1.0,1.0,,1.1,1.0
1125,2050,Europe,Norway,1.5,73.7,1.0,1.0,1.0,8.9,1.0,14.5
1126,2050,Middle East-North Africa,Oman,1.0,5.5,1.0,5.7,1.0,87.3,1.0,1.0
1127,2050,Asia-Pacific,Pakistan,1.0,1.5,1.0,2.0,1.0,96.5,1.0,1.0
1128,2050,Asia-Pacific,Palau,1.0,86.7,1.0,1.0,1.0,1.0,10.4,
1129,2050,Middle East-North Africa,Palestinian territories,,1.4,1.0,1.0,1.0,98.5,1.0,1.0
1130,2050,Latin America-Caribbean,Panama,1.0,91.9,1.0,1.0,1.0,1.0,1.0,5.7
1131,2050,Asia-Pacific,Papua New Guinea,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
1132,2050,Latin America-Caribbean,Paraguay,1.0,96.8,1.8,1.0,1.0,1.0,1.0,1.1
1133,2050,Latin America-Caribbean,Peru,1.0,95.2,1.0,,1.0,1.0,1.0,3.3
1134,2050,Asia-Pacific,Philippines,1.0,92.0,1.6,1.0,1.0,6.0,1.0,1.0
1135,2050,Europe,Poland,1.0,86.8,1.0,1.0,1.0,1.0,1.0,
1136,2050,Europe,Portugal,1.0,86.3,1.0,1.0,1.0,,1.0,11.3
1137,2050,Latin America-Caribbean,Puerto Rico,1.0,95.7,1.0,1.0,1.0,1.0,1.0,
1138,2050,Middle East-North Africa,Qatar,4.1,12.6,1.0,17.1,1.0,64.6,1.0,1.0
1139,2050,Sub-Saharan Africa,Reunion,1.0,87.6,1.0,4.5,1.0,4.2,1.1,2.0
1140,2050,Europe,Romania,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
1141,2050,Europe,Russia,1.0,71.3,1.0,1.0,1.0,16.8,1.0,11.3
1142,2050,Sub-Saharan Africa,Rwanda,1.0,93.0,1.0,1.0,1.0,,1.0,3.1
1143,2050,Sub-Saharan Africa,St. Helena,1.0,96.5,1.0,1.0,1.0,1.0,1.0,3.3
1144,2050,Latin America-Caribbean,St. Kitts and Nevis,1.0,94.6,1.3,1.5,1.0,1.0,1.0,1.6
1145,2050,Latin America-Caribbean,St. Lucia,1.0,93.0,1.0,1.0,1.0,1.0,1.4,4.9
1146,2050,North America,St. Pierre and Miquelon,1.0,,1.0,1.0,1.0,1.0,1.3,3.8
1147,2050,Latin America-Caribbean,St. Vincent and the Grenadines,1.0,88.7,2.0,3.4,1.0,1.5,2.0,2.5
1148,2050,Asia-Pacific,Samoa,1.0,97.5,1.0,1.0,1.0,1.0,1.0,1.9
1149,2050,Europe,San Marino,1.0,91.6,1.0,1.0,1.0,1.0,1.0,7.2
1150,2050,Sub-Saharan Africa,Sao Tome and Principe,,79.6,3.2,1.0,1.0,1.0,2.6,14.6
1151,2050,Middle East-North Africa,Saudi Arabia,1.0,4.0,1.0,1.6,1.0,93.1,1.0,1.0
1152,2050,Sub-Saharan Africa,Senegal,1.0,2.5,1.0,1.0,1.0,97.4,1.0,1.0
1153,2050,Europe,Serbia,1.0,88.4,1.0,1.0,1.0,8.1,1.0,3.4
1154,2050,Sub-Saharan Africa,Seychelles,1.0,94.0,1.0,2.1,1.0,1.1,1.0,2.1
1155,2050,Sub-Saharan Africa,Sierra Leone,1.0,18.5,1.0,1.0,1.0,80.4,1.0,1.0
1156,2050,Asia-Pacific,Singapore,27.0,17.0,2.8,10.0,1.0,21.4,5.6,16.0
1157,2050,Europe,Slovakia,1.0,79.5,1.0,1.0,1.0,1.0,1.0,
1158,2050,Europe,Slovenia,1.0,75.0,1.0,1.0,1.0,4.7,1.0,20.2
1159,2050,Asia-Pacific,Solomon Islands,1.0,97.4,1.3,,1.0,1.0,1.0,1.0
1160,2050,Sub-Saharan Africa,Somalia,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
1161,2050,Sub-Saharan Africa,South Africa,1.0,80.0,1.0,1.0,1.0,2.6,1.0,15.4
1162,2050,Asia-Pacific,South Korea,18.1,33.5,1.0,1.0,1.0,1.0,1.0,46.3
1163,2050,Europe,Spain,1.0,65.2,1.0,1.0,1.0,7.5,1.0,26.5
1164,2050,Asia-Pacific,Sri Lanka,66.8,6.8,1.0,14.0,1.0,12.3,1.0,1.0
1165,2050,Middle East-North Africa,Sudan,1.0,5.4,2.8,1.0,1.0,90.7,1.0,1.0
1166,2050,Latin America-Caribbean,Suriname,1.0,54.4,6.7,15.4,1.0,11.8,2.0,8.8
1167,2050,Sub-Saharan Africa,Swaziland,1.0,89.3,1.1,1.0,1.0,1.0,1.0,8.6
1168,2050,Europe,Sweden,1.2,52.3,1.0,1.0,1.0,12.4,1.0,32.8
1169,2050,Europe,Switzerland,1.0,61.9,1.0,1.0,1.0,7.6,1.0,28.4
1170,2050,Middle East-North Africa,Syria,1.0,5.1,1.0,1.0,1.0,92.8,1.0,2.0
1171,2050,Asia-Pacific,Taiwan,20.5,6.5,42.3,1.0,1.0,1.0,13.6,17.1
1172,2050,Asia-Pacific,Tajikistan,1.0,2.1,1.0,1.0,1.0,96.1,1.0,1.5
1173,2050,Sub-Saharan Africa,Tanzania,1.0,,1.0,1.0,1.0,30.8,1.0,2.3
1174,2050,Asia-Pacific,Thailand,90.1,1.1,1.0,1.0,1.0,8.3,1.0,1.0
1175,2050,Asia-Pacific,Timor-Leste,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0
1176,2050,Sub-Saharan Africa,Togo,1.0,36.7,42.3,1.0,1.0,14.0,1.0,6.4
1177,2050,Asia-Pacific,Tokelau,1.0,99.0,1.0,1.0,1.0,1.0,1.0,
1178,2050,Asia-Pacific,Tonga,1.0,98.9,1.0,1.0,1.0,1.0,1.0,1.0
1179,2050,Latin America-Caribbean,Trinidad and Tobago,1.0,67.8,2.1,20.9,1.0,5.5,1.6,1.7
1180,2050,Middle East-North Africa,Tunisia,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
1181,2050,Asia-Pacific,Turkey,1.0,1.0,1.0,1.0,1.0,98.0,1.0,1.2
1182,2050,Asia-Pacific,Turkmenistan,1.0,6.5,1.0,1.0,1.0,,1.0,1.0
1183,2050,Latin America-Caribbean,Turks and Caicos Islands,1.0,92.1,2.7,1.0,1.0,1.0,1.0,4.6
1184,2050,Asia-Pacific,Tuvalu,1.0,96.7,1.0,1.0,1.0,1.0,1.9,1.3
1185,2050,Sub-Saharan Africa,Uganda,,84.3,1.0,1.0,1.0,13.9,1.0,1.0
1186,2050,Europe,Ukraine,1.0,89.2,1.0,1.0,1.0,3.7,1.0,6.6
1187,2050,Middle East-North Africa,United Arab Emirates,,12.9,1.0,9.5,1.0,73.0,1.0,1.0
1188,2050,Europe,United Kingdom,1.0,,1.0,2.0,1.0,11.3,1.0,
1189,2050,North America,United States,1.4,66.4,1.0,1.2,1.4,2.1,1.5,
1190,2050,Latin America-Caribbean,U.S. Virgin Islands,1.0,94.8,1.0,,1.0,1.0,1.0,3.7
1191,2050,Latin America-Caribbean,Uruguay,1.0,56.5,1.0,1.0,1.0,1.0,1.0,42.1
1192,2050,Asia-Pacific,Uzbekistan,1.0,1.5,1.0,1.0,1.0,97.8,1.0,1.0
1193,2050,Asia-Pacific,Vanuatu,1.0,93.5,4.0,1.0,1.0,1.0,1.4,1.1
1194,2050,Latin America-Caribbean,Venezuela,1.0,89.6,1.0,1.0,1.0,1.0,1.0,9.2
1195,2050,Asia-Pacific,Vietnam,15.9,8.9,44.0,1.0,1.0,1.0,1.0,30.5
1196,2050,Asia-Pacific,Wallis and Futuna,1.0,97.4,1.2,1.0,1.0,1.0,1.0,1.0
1197,2050,Middle East-North Africa,Western Sahara,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
1198,2050,Middle East-North Africa,Yemen,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0
1199,2050,Sub-Saharan Africa,Zambia,1.0,96.7,1.0,1.0,1.0,1.0,1.1,1.0
1200,2050,Sub-Saharan Africa,Zimbabwe,1.0,86.1,4.9,1.0,1.0,1.1,1.0,7.6
1201,2050,Sub-Saharan Africa,South Sudan,1.0,,32.9,1.0,1.0,6.2,1.0,1.0
1202,2050,Latin America-Caribbean,Curacao,1.0,93.9,1.2,1.0,1.0,1.0,1.0,
1203,2050,Latin America-Caribbean,Sint Maarten,1.0,93.9,1.2,1.0,1.0,1.0,1.0,3.3
1204,2050,Latin America-Caribbean,Caribbean Netherlands,1.0,93.9,1.2,1.0,1.0,1.0,1.0,
